epoch,steps,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100
-1,-1,0.3,0.5,0.64,0.76,0.3,0.28,0.1733333333333333,0.49,0.132,0.6,0.08199999999999999,0.73,0.4260555555555555,0.49201473836820014,0.41958251819159975
-1,-1,0.26,0.44,0.58,0.7,0.26,0.24,0.15333333333333332,0.41,0.124,0.56,0.07600000000000001,0.68,0.3883809523809523,0.4520117406181937,0.3880778557967397
-1,-1,0.54,0.68,0.78,0.84,0.54,0.52,0.22666666666666668,0.64,0.16,0.75,0.09,0.81,0.6341666666666667,0.667247138309613,0.6199144004387093
-1,-1,0.3,0.5,0.64,0.76,0.3,0.28,0.1733333333333333,0.49,0.132,0.6,0.08199999999999999,0.73,0.4260555555555555,0.49201473836820014,0.41958251819159975
-1,-1,0.26,0.44,0.58,0.7,0.26,0.24,0.15333333333333332,0.41,0.124,0.56,0.07600000000000001,0.68,0.3883809523809523,0.4520117406181937,0.3880778557967397
-1,-1,0.26,0.5,0.62,0.72,0.26,0.24,0.1733333333333333,0.47,0.128,0.59,0.07800000000000001,0.7,0.3996587301587301,0.4653824937610041,0.3966476458521056
